chr1	4496954	4497354	NM_001289464
chr1	4496954	4497354	NM_001289465
chr1	4496954	4497354	NM_001289466
chr1	4496954	4497354	NM_001289467
chr1	4496954	4497354	NM_011441
chr1	5916998	5917398	NM_010342
chr1	9848281	9848681	NM_001037759
chr1	13126763	13127163	NM_001081209
chr1	15286925	15287325	NM_001098528
chr1	23761926	23762326	NM_172124
chr1	39194272	39194672	NM_008719
chr1	55363353	55363753	NM_001368767
chr1	55363353	55363753	NM_001367887
chr1	55362328	55362728	NM_001113367
chr1	55362328	55362728	NM_001368768
chr1	55363353	55363753	NM_029267
chr1	56970934	56971334	NM_139146
chr1	56971469	56971869	NR_024325
chr1	56971469	56971869	NR_024326
chr1	61638824	61639224	NM_001081050
chr1	62703317	62703717	NM_001077406
chr1	62703317	62703717	NM_001077407
chr1	62703317	62703717	NM_001077403
chr1	62703317	62703717	NM_001077404
chr1	62703317	62703717	NM_001077405
chr1	62703317	62703717	NM_010939
chr1	69107659	69108059	NM_010154
chr1	72874465	72874865	NM_010518
chr1	74855029	74855429	NM_009872
chr1	75141291	75141691	NM_001356264
chr1	75142311	75142711	NM_026977
chr1	78310346	78310746	NM_001004173
chr1	82291039	82291439	NM_010570
chr1	86045863	86046263	NM_001144992
chr1	86045863	86046263	NM_001144993
chr1	87155736	87156136	NM_001277925
chr1	87155956	87156356	NM_021306
chr1	87264353	87264753	NM_028889
chr1	87264353	87264753	NR_151447
chr1	87509962	87510362	NM_019867
chr1	90998727	90999127	NM_001111312
chr1	93101474	93101874	NM_001110315
chr1	93101474	93101874	NM_001294149
chr1	93101474	93101874	NM_001368847
chr1	93101474	93101874	NM_008440
chr1	93235897	93236297	NM_172463
chr1	105780723	105781123	NM_009399
chr1	120340582	120340982	NM_207233
chr1	127677621	127678021	NM_028135
chr1	131244778	131245178	NM_001313731
chr1	131244778	131245178	NM_018750
chr1	132298626	132299026	NM_144810
chr1	132880355	132880755	NM_010732
chr1	134234456	134234856	NM_001291928
chr1	134235057	134235457	NM_001008533
